序号,提交答卷时间,所用时间,来源,来源详情,来自IP,Your Staff ID 员工号:,How is your physical condition today (今天身体感觉如何)？,Your Work Status Today 您今天的工作状态：,Your working hours today 您今天的工作小时数,Your Plan for Tomorrow 您明天的工作计划：,Your planned working hours tomorrow 您明天计划的工作小时数,"Anything(feeling, suggestion, difficulties) you would like say or draw attention to leadership team today (Optional) 你今天希望跟管理层沟通的内容（情绪、建议、遇到的困难等等，可以是任何内容），可选填"
1962,2020/2/13 10:24:42,17秒,微信,N/A,119.246.86.208(香港-未知),45038663,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1963,2020/2/13 10:28:10,23秒,微信,N/A,116.76.14.190(广东-深圳),44128899,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1964,2020/2/13 10:31:29,30秒,微信,N/A,120.239.75.190(广东-广州),43227993,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1965,2020/2/13 10:37:09,19秒,微信,N/A,120.230.114.87(广东-广州),45057419,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1966,2020/2/13 10:48:48,25秒,微信,N/A,103.27.26.76(广东-东莞),43581055,No fever but feel uncomfortable,No working - Sick Leave,(跳过),Work from home,8,(空)
1967,2020/2/13 10:52:24,19秒,微信,N/A,14.213.154.40(广东-佛山),43833909,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1968,2020/2/13 10:54:13,19秒,微信,N/A,59.42.110.139(广东-广州),44043672,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1969,2020/2/13 10:54:17,21秒,微信,N/A,120.230.115.171(广东-广州),45013281,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1970,2020/2/13 10:54:21,18秒,微信,N/A,116.199.51.84(广东-广州),44000297,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1971,2020/2/13 10:59:10,19秒,微信,N/A,116.22.132.210(广东-广州),44063807,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1972,2020/2/13 11:01:06,22秒,微信,N/A,103.27.26.205(广东-东莞),45048198,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1973,2020/2/13 11:46:13,14秒,微信,N/A,120.235.14.120(广东-广州),43892834,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Annual Leave,(跳过),(空)
1974,2020/2/13 11:49:50,25秒,微信,N/A,60.185.34.10(浙江-衢州),43905752,Feeling well and healthy,Work from home,9,Work from home,9,(空)
1975,2020/2/13 11:52:50,29秒,微信,N/A,59.42.110.139(广东-广州),44043672,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1976,2020/2/13 12:41:58,22秒,微信,N/A,219.137.118.152(广东-广州),43430051,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1977,2020/2/14 8:36:51,23秒,微信,N/A,1.202.186.26(北京-北京),45056221,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1978,2020/2/14 8:37:15,31秒,微信,N/A,121.32.153.82(广东-广州),43685018,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1979,2020/2/14 8:37:19,24秒,微信,N/A,119.129.73.88(广东-广州),43714529,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1980,2020/2/14 8:38:14,43秒,微信,N/A,103.27.25.79(广东-东莞),43639221,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1981,2020/2/14 8:38:24,25秒,微信,N/A,223.73.121.229(广东-广州),44129176,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1982,2020/2/14 8:38:29,23秒,微信,N/A,58.63.139.232(广东-广州),44111913,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1983,2020/2/14 8:38:37,20秒,微信,N/A,113.103.4.32(广东-广州),43815874,Feeling well and healthy,Work from home,8,Others - please specify〖8〗,(跳过),(空)
1984,2020/2/14 8:38:59,21秒,微信,N/A,113.119.28.251(广东-广州),43281397,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1985,2020/2/14 8:40:16,29秒,微信,N/A,14.219.228.91(广东-东莞),44037652,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Weekend or public holiday,(跳过),(空)
1986,2020/2/14 8:40:31,52秒,微信,N/A,223.74.64.68(广东-广州),45013281,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1987,2020/2/14 8:40:35,29秒,微信,N/A,103.27.26.229(广东-东莞),43402513,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1988,2020/2/14 8:40:40,23秒,微信,N/A,183.48.20.188(广东-广州),43431908,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1989,2020/2/14 8:41:06,21秒,微信,N/A,113.103.6.117(广东-广州),44074215,Feeling well and healthy,Others - please specify〖Maternity leave〗,(跳过),Others - please specify〖Maternity leave〗,(跳过),(空)
1990,2020/2/14 8:41:15,57秒,微信,N/A,223.104.65.191(广东-未知),43884690,No fever but feel uncomfortable,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1991,2020/2/14 8:41:30,24秒,微信,N/A,223.104.1.97(广东-汕头),43992018,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1992,2020/2/14 8:41:54,23秒,微信,N/A,113.74.126.44(广东-珠海),45014201,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1993,2020/2/14 8:42:17,35秒,微信,N/A,113.100.36.53(广东-清远),45012900,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1994,2020/2/14 8:42:22,36秒,微信,N/A,120.230.162.239(广东-江门),45067599,Feeling well and healthy,Work from home,10,No working - Weekend or public holiday,(跳过),(空)
1995,2020/2/14 8:43:05,47秒,微信,N/A,113.214.194.112(浙江-杭州),43925352,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1996,2020/2/14 8:43:31,16秒,微信,N/A,58.62.122.88(广东-广州),43167031,Feeling well and healthy,Work from home,8,Work from home,8,(空)
1997,2020/2/14 8:43:36,62秒,微信,N/A,120.239.75.162(广东-广州),43227993,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1998,2020/2/14 8:43:52,48秒,微信,N/A,125.102.198.155(国外-日本),44113038,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
1999,2020/2/14 8:43:59,19秒,微信,N/A,58.62.122.88(广东-广州),43167031,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2000,2020/2/14 8:45:09,24秒,微信,N/A,113.109.121.122(广东-广州),43820983,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2001,2020/2/14 8:45:14,15秒,微信,N/A,103.27.25.20(广东-东莞),45057707,Feeling well and healthy,Work from home,9,Work from home,9,(空)
2002,2020/2/14 8:45:39,29秒,微信,N/A,121.229.166.104(江苏-南京),45065326,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2003,2020/2/14 8:45:49,47秒,微信,N/A,116.199.102.158(广东-广州),45077109,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2004,2020/2/14 8:46:42,39秒,微信,N/A,119.129.54.78(广东-广州),43188169,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2005,2020/2/14 8:46:49,59秒,微信,N/A,112.1.136.228(江苏-泰州),45079629,Feeling well and healthy,Others - please specify〖No working - for intern〗,(跳过),Others - please specify〖No working - for intern〗,(跳过),(空)
2006,2020/2/14 8:46:53,32秒,链接,直接访问,183.67.62.207(重庆-重庆),45086449,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2007,2020/2/14 8:46:53,15秒,微信,N/A,183.54.193.20(广东-广州),43657984,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2008,2020/2/14 8:48:03,17秒,微信,N/A,119.32.73.196(广东-广州),45064974,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2009,2020/2/14 8:48:46,34秒,微信,N/A,113.70.101.180(广东-佛山),43886085,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2010,2020/2/14 8:49:43,25秒,微信,N/A,113.68.100.164(广东-广州),43877251,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2011,2020/2/14 8:50:15,38秒,微信,N/A,113.64.96.129(广东-梅州),43228436,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),无
2012,2020/2/14 8:50:41,108秒,微信,N/A,175.160.61.166(辽宁-沈阳),43919523,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2013,2020/2/14 8:51:26,124秒,微信,N/A,120.230.129.217(广东-广州),43798007,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2014,2020/2/14 8:51:45,27秒,微信,N/A,219.136.198.244(广东-广州),43728642,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2015,2020/2/14 8:52:38,23秒,微信,N/A,219.136.199.131(广东-广州),44122501,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2016,2020/2/14 8:52:52,21秒,微信,N/A,223.73.116.69(广东-广州),43990189,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2017,2020/2/14 8:53:18,101秒,微信,N/A,223.73.197.86(广东-广州),43682095,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2018,2020/2/14 8:53:53,26秒,微信,N/A,103.27.25.20(广东-东莞),45057707,Feeling well and healthy,Work from home,9,No working - Weekend or public holiday,(跳过),(空)
2019,2020/2/14 8:54:06,31秒,微信,N/A,203.160.80.14(香港-未知),44108133,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2020,2020/2/14 8:55:03,52秒,微信,N/A,117.136.79.2(广东-广州),43988222,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2021,2020/2/14 8:55:07,21秒,微信,N/A,113.103.7.175(广东-广州),45060966,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2022,2020/2/14 8:57:30,38秒,微信,N/A,120.230.113.105(广东-广州),43485466,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2023,2020/2/14 8:58:39,24秒,微信,N/A,183.63.97.138(广东-广州),43165040,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2024,2020/2/14 8:58:47,40秒,微信,N/A,113.68.100.164(广东-广州),43877251,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2025,2020/2/14 8:58:58,41秒,微信,N/A,113.111.8.22(广东-广州),44113273,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2026,2020/2/14 8:59:45,15秒,微信,N/A,58.63.0.74(广东-广州),45060754,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2027,2020/2/14 9:00:56,24秒,微信,N/A,116.21.3.165(广东-广州),44125886,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2028,2020/2/14 9:01:07,37秒,微信,N/A,106.122.104.248(福建-福州),44108136,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2029,2020/2/14 9:01:22,18秒,微信,N/A,27.46.132.199(广东-广州),43792531,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2030,2020/2/14 9:03:12,36秒,微信,N/A,119.130.213.146(广东-广州),43857457,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2031,2020/2/14 9:03:13,50秒,微信,N/A,113.12.154.43(广西-南宁),43917181,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2032,2020/2/14 9:03:55,22秒,微信,N/A,113.65.14.205(广东-广州),45057903,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2033,2020/2/14 9:04:13,93秒,微信,N/A,113.111.10.49(广东-广州),45031738,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2034,2020/2/14 9:04:15,49秒,微信,N/A,113.70.221.217(广东-佛山),44116444,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2035,2020/2/14 9:05:11,31秒,微信,N/A,120.230.114.119(广东-广州),45057419,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2036,2020/2/14 9:05:56,42秒,微信,N/A,14.223.179.90(广东-佛山),45053323,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2037,2020/2/14 9:06:22,16秒,微信,N/A,113.109.37.43(广东-广州),43619329,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2038,2020/2/14 9:07:13,19秒,微信,N/A,14.213.158.157(广东-佛山),43731181,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2039,2020/2/14 9:09:26,20秒,微信,N/A,120.229.84.75(广东-深圳),45058593,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2040,2020/2/14 9:09:38,18秒,微信,N/A,112.97.165.234(广东-东莞),43912564,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2041,2020/2/14 9:09:41,76秒,微信,N/A,61.140.255.149(广东-广州),44062967,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2042,2020/2/14 9:11:15,22秒,微信,N/A,13.94.63.187(香港-未知),45060740,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2043,2020/2/14 9:11:17,24秒,微信,N/A,103.27.26.39(广东-东莞),44020765,Feeling well and healthy,Work from home,8,Work from home,4,(空)
2044,2020/2/14 9:11:20,29秒,微信,N/A,120.230.122.161(广东-广州),45083381,Feeling well and healthy,Work from home,9,No working - Weekend or public holiday,(跳过),(空)
2045,2020/2/14 9:12:21,67秒,微信,N/A,113.69.39.81(广东-佛山),44129177,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2046,2020/2/14 9:12:28,19秒,微信,N/A,120.235.21.150(广东-广州),43990036,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2047,2020/2/14 9:12:46,20秒,微信,N/A,59.42.6.209(广东-广州),44129170,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2048,2020/2/14 9:12:46,35秒,微信,N/A,59.41.93.59(广东-广州),43440174,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2049,2020/2/14 9:13:49,49秒,微信,N/A,120.208.186.42(山西-临汾),43799486,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2050,2020/2/14 9:14:22,18秒,微信,N/A,219.137.118.152(广东-广州),43430051,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2051,2020/2/14 9:15:44,17秒,微信,N/A,59.42.27.162(广东-广州),45071071,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2052,2020/2/14 9:16:05,34秒,微信,N/A,113.109.77.77(广东-广州),43840881,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2053,2020/2/14 9:16:30,44秒,微信,N/A,219.136.129.233(广东-广州),43425318,Feeling well and healthy,Work from home,8,Work from home,8,(空)
2054,2020/2/14 9:16:44,36秒,微信,N/A,113.65.70.26(广东-广州),45049396,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2055,2020/2/14 9:17:29,36秒,微信,N/A,120.230.120.51(广东-广州),45015800,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2056,2020/2/14 9:17:30,30秒,微信,N/A,14.223.180.235(广东-佛山),43870777,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2057,2020/2/14 9:17:44,22秒,微信,N/A,219.137.118.242(广东-广州),45071568,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2058,2020/2/14 9:17:45,21秒,微信,N/A,106.18.170.163(湖南-长沙),45079618,Feeling well and healthy,Others - please specify〖intern〗,(跳过),Others - please specify〖intern〗,(跳过),(空)
2059,2020/2/14 9:18:03,90秒,微信,N/A,120.230.116.241(广东-广州),45027222,Feeling well and healthy,Work from home,14,No working - Weekend or public holiday,(跳过),VPN持续缓慢，严重拉长工作时间，身心俱疲
2060,2020/2/14 9:19:55,15秒,微信,N/A,120.235.11.233(广东-广州),43728644,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2061,2020/2/14 9:20:26,35秒,微信,N/A,163.204.7.202(广东-汕头),43743142,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2062,2020/2/14 9:21:02,35秒,微信,N/A,121.32.180.242(广东-广州),44078853,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2063,2020/2/14 9:21:31,22秒,微信,N/A,113.111.11.64(广东-广州),44115713,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2064,2020/2/14 9:21:59,26秒,微信,N/A,106.198.214.101(国外-印度),43781654,Feeling well and healthy,No working - Annual Leave,(跳过),No working - Annual Leave,(跳过),(空)
2065,2020/2/14 9:22:47,45秒,微信,N/A,113.66.106.2(广东-广州),44065819,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
2066,2020/2/14 9:23:50,59秒,微信,N/A,117.136.101.83(安徽-合肥),45079625,Feeling well and healthy,Others - please specify〖No working - for intern only〗,(跳过),Others - please specify〖No working - for intern only〗,(跳过),(空)
2067,2020/2/14 9:24:33,35秒,微信,N/A,27.3.74.215(国外-越南),45036976,Feeling well and healthy,Work from home,10.18,No working - Weekend or public holiday,(跳过),(空)
2068,2020/2/14 9:24:54,17秒,微信,N/A,120.85.147.247(广东-广州),43840876,Feeling well and healthy,Work from home,8,No working - Weekend or public holiday,(跳过),(空)
